mes,ano,loja,faturamento,pedidos,ticket,periodo
11,2021,Campo Bom,59256.74,1693,35.0,2021-11
11,2021,Parobé,40369.96,1153,35.0,2021-11
12,2021,Campo Bom,76737.74,2193,35.0,2021-12
12,2021,Parobé,44442.81,1270,35.0,2021-12
12,2021,Nova Hartz,27450.25,784,35.0,2021-12
9,2023,Campo Bom,53519.5,1535,34.87,2023-09
9,2024,Vila Mariana,14469.71,408,35.46,2024-09
10,2024,Vila Mariana,12812.21,363,35.3,2024-10
11,2024,Vila Mariana,9373.41,271,34.59,2024-11
11,2019,Campo Bom,96558.8,2682,36.0,2019-11
1,2020,Campo Bom,108411.9,2853,38.0,2020-01
2,2020,Campo Bom,109765.05,2889,38.0,2020-02
6,2023,Estância Velha,37345.03,258,144.75,2023-06
7,2023,Shopping Total,77424.34,1454,53.25,2023-07
7,2023,Estância Velha,35667.05,729,48.93,2023-07
8,2023,Shopping Total,63398.44,1949,32.53,2023-08
8,2023,Estância Velha,36320.73,709,51.23,2023-08
8,2023,Canoas Mathias,23597.15,616,38.31,2023-08
9,2023,Estância Velha,31673.07,599,52.88,2023-09
10,2023,Shopping Total,67732.27,2065,32.8,2023-10
10,2023,Campo Bom,49065.7,1312,37.4,2023-10
10,2023,Canoas Mathias,31515.35,853,36.95,2023-10
10,2023,Estância Velha,29393.68,523,56.2,2023-10
11,2023,Canoas Mathias,32376.32,892,36.3,2023-11
11,2023,Estância Velha,27534.78,502,54.85,2023-11
12,2023,Estância Velha,30766.13,573,53.69,2023-12
1,2024,Shopping Total,64336.66,3790,16.98,2024-01
1,2024,Campo Bom,46038.12,1209,38.08,2024-01
1,2024,Estância Velha,28495.57,546,52.19,2024-01
2,2024,Estância Velha,27780.44,1643,16.91,2024-02
2,2024,Canoas Mathias,25615.22,629,40.72,2024-02
3,2024,Campo Bom,44037.47,1004,43.86,2024-03
3,2024,Canoas Mathias,30717.53,720,42.66,2024-03
3,2024,Estância Velha,29860.34,589,50.7,2024-03
4,2024,Canoas Mathias,29395.57,666,44.14,2024-04
4,2024,Estância Velha,26239.64,518,50.66,2024-04
5,2024,Campo Bom,48029.05,1107,43.39,2024-05
5,2024,Estância Velha,22452.5,369,60.85,2024-05
5,2024,Canoas Mathias,2991.05,68,43.99,2024-05
6,2024,Campo Bom,49242.99,1118,44.05,2024-06
6,2024,Estância Velha,15281.83,256,59.69,2024-06
7,2024,Campo Bom,43562.42,1072,40.64,2024-07
7,2024,Vila Mariana,7986.61,205,38.96,2024-07
8,2024,Campo Bom,46952.66,1149,40.86,2024-08
8,2024,Vila Mariana,15800.2,516,30.62,2024-08
10,2024,Campo Bom,28810.57,680,42.37,2024-10
1,2020,Sapiranga,127060.67,3344,38.0,2020-01
1,2020,Novo Hamburgo,89000.4,2342,38.0,2020-01
2,2020,Novo Hamburgo,85490.36,2250,38.0,2020-02
5,2023,Montenegro,70944.42,444,159.78,2023-05
6,2023,Montenegro,65804.52,1342,49.03,2023-06
6,2023,Canoas,45835.29,436,105.13,2023-06
6,2023,Zona Norte,608.49,16,38.03,2023-06
7,2023,Barra Shopping,114585.33,2678,42.79,2023-07
7,2023,Novo Hamburgo,110336.19,1398,78.92,2023-07
7,2023,São Leopoldo,94551.1,1258,75.16,2023-07
7,2023,Montenegro,73669.81,1475,49.95,2023-07
7,2023,Sapiranga,55605.78,685,81.18,2023-07
7,2023,Canoas,46610.68,1140,40.89,2023-07
7,2023,Zona Norte,8096.47,215,37.66,2023-07
8,2023,Caxias do Sul,124636.95,2034,61.28,2023-08
8,2023,Novo Hamburgo,112562.21,2298,48.98,2023-08
8,2023,Barra Shopping,90829.42,3108,29.22,2023-08
8,2023,São Leopoldo,83582.26,1763,47.41,2023-08
8,2023,Montenegro,64729.04,1367,47.35,2023-08
8,2023,Canoas,48631.22,1269,38.32,2023-08
8,2023,Bento Gonçalves,48074.8,669,71.86,2023-08
8,2023,Sapiranga,44810.23,1239,36.17,2023-08
8,2023,Gravataí,15552.29,335,46.42,2023-08
8,2023,Zona Norte,8596.64,196,43.86,2023-08
9,2023,Caxias do Sul,139221.51,2736,50.89,2023-09
9,2023,Novo Hamburgo,110366.61,2171,50.84,2023-09
9,2023,Barra Shopping,99475.46,3345,29.74,2023-09
9,2023,São Leopoldo,81491.4,1693,48.13,2023-09
9,2023,Montenegro,65679.95,1342,48.94,2023-09
9,2023,Sapiranga,54991.94,1529,35.97,2023-09
9,2023,Canoas,54944.45,1445,38.02,2023-09
9,2023,Bento Gonçalves,51416.87,1084,47.43,2023-09
9,2023,Gravataí,21606.87,419,51.57,2023-09
9,2023,Zona Norte,4223.71,89,47.46,2023-09
10,2023,Caxias do Sul,122690.3,2451,50.06,2023-10
10,2023,Barra Shopping,114033.42,3795,30.05,2023-10
10,2023,Novo Hamburgo,95946.27,1955,49.08,2023-10
10,2023,São Leopoldo,77013.91,1666,46.23,2023-10
10,2023,Montenegro,68491.63,1432,47.83,2023-10
10,2023,Canoas,51139.92,1364,37.49,2023-10
10,2023,Bento Gonçalves,50399.27,1050,48.0,2023-10
10,2023,Gravataí,21609.45,447,48.34,2023-10
10,2023,Lajeado,15705.14,326,48.18,2023-10
10,2023,Zona Norte,5836.88,118,49.47,2023-10
11,2023,Caxias do Sul,135853.22,2611,52.03,2023-11
11,2023,Barra Shopping,133914.34,4301,31.14,2023-11
11,2023,Novo Hamburgo,107238.45,2139,50.13,2023-11
11,2023,São Leopoldo,84079.28,1768,47.56,2023-11
11,2023,Lajeado,78457.26,1565,50.13,2023-11
11,2023,Bento Gonçalves,66524.61,1330,50.02,2023-11
11,2023,Montenegro,62276.82,1267,49.15,2023-11
11,2023,Canoas,53223.4,1459,36.48,2023-11
11,2023,Sapiranga,49651.62,1393,35.64,2023-11
11,2023,Gravataí,23741.8,508,46.74,2023-11
11,2023,Zona Norte,5873.75,137,42.87,2023-11
12,2023,Barra Shopping,166546.26,5379,30.96,2023-12
12,2023,Caxias do Sul,151384.68,2815,53.78,2023-12
12,2023,Novo Hamburgo,107718.37,2150,50.1,2023-12
12,2023,São Leopoldo,88884.29,1774,50.1,2023-12
12,2023,Montenegro,75822.47,1454,52.15,2023-12
12,2023,Lajeado,74607.39,1502,49.67,2023-12
12,2023,Sapiranga,55652.88,1478,37.65,2023-12
12,2023,Bento Gonçalves,55274.92,1062,52.05,2023-12
12,2023,Canoas,49474.99,1286,38.47,2023-12
12,2023,Gravataí,36071.53,814,44.31,2023-12
12,2023,Zona Norte,6460.09,134,48.21,2023-12
1,2024,Caxias do Sul,130916.46,2382,54.96,2024-01
1,2024,Barra Shopping,111287.82,3790,29.36,2024-01
1,2024,Novo Hamburgo,98238.38,2047,47.99,2024-01
1,2024,São Leopoldo,80734.3,1608,50.21,2024-01
1,2024,Erechim,76932.77,1738,44.27,2024-01
1,2024,Lajeado,62465.62,1217,51.33,2024-01
1,2024,Montenegro,61370.75,1238,49.57,2024-01
1,2024,Bento Gonçalves,50082.27,971,51.58,2024-01
1,2024,Canoas,41690.23,988,42.2,2024-01
1,2024,Gravataí,39179.55,883,44.37,2024-01
1,2024,Zona Norte,6870.47,165,41.64,2024-01
2,2024,Caxias do Sul,122303.16,2357,51.89,2024-02
2,2024,Novo Hamburgo,97897.72,1961,49.92,2024-02
2,2024,Barra Shopping,97247.44,3139,30.98,2024-02
2,2024,São Leopoldo,93863.35,1933,48.56,2024-02
2,2024,Erechim,85055.03,2035,41.8,2024-02
2,2024,Floresta,70084.49,1643,42.66,2024-02
2,2024,Montenegro,67994.34,1315,51.71,2024-02
2,2024,Lajeado,50775.84,1011,50.22,2024-02
2,2024,Sapiranga,49982.44,1276,39.17,2024-02
2,2024,Bento Gonçalves,43437.99,872,49.81,2024-02
2,2024,Gravataí,39577.53,953,41.53,2024-02
2,2024,Canoas,35894.77,829,43.3,2024-02
2,2024,Zona Norte,4439.5,84,52.85,2024-02
3,2024,Caxias do Sul,131901.42,2510,52.55,2024-03
3,2024,Novo Hamburgo,105723.57,2132,49.59,2024-03
3,2024,São Leopoldo,103647.37,2056,50.41,2024-03
3,2024,Barra Shopping,92633.96,3054,30.33,2024-03
3,2024,Erechim,84977.64,1994,42.62,2024-03
3,2024,Montenegro,71080.12,1385,51.32,2024-03
3,2024,Floresta,68845.12,1630,42.24,2024-03
3,2024,Sapiranga,53791.95,1381,38.95,2024-03
3,2024,Lajeado,50756.71,1065,47.66,2024-03
3,2024,Bento Gonçalves,49135.17,1004,48.94,2024-03
3,2024,Protásio Alves,46175.28,1187,38.9,2024-03
3,2024,Canoas,38987.21,787,49.54,2024-03
3,2024,Gravataí,38834.88,823,47.19,2024-03
3,2024,Zona Norte,5024.02,91,55.21,2024-03
4,2024,Caxias do Sul,135423.32,2469,54.85,2024-04
4,2024,Novo Hamburgo,105653.58,2167,48.76,2024-04
4,2024,São Leopoldo,99805.12,2030,49.17,2024-04
4,2024,Barra Shopping,83207.62,2689,30.94,2024-04
4,2024,Erechim,77069.92,2028,38.0,2024-04
4,2024,Montenegro,76189.5,1533,49.7,2024-04
4,2024,Protásio Alves,67765.41,1749,38.75,2024-04
4,2024,Floresta,56965.43,1450,39.29,2024-04
4,2024,Sapiranga,52642.68,1406,37.44,2024-04
4,2024,Esteio,52415.87,1089,48.13,2024-04
4,2024,Bento Gonçalves,50641.44,1038,48.79,2024-04
4,2024,Lajeado,46826.66,1042,44.94,2024-04
4,2024,Gravataí,37520.14,831,45.15,2024-04
4,2024,Canoas,35754.96,785,45.55,2024-04
4,2024,Zona Norte,6791.51,125,54.33,2024-04
5,2024,Caxias do Sul,141678.08,2417,58.62,2024-05
5,2024,Esteio,133434.48,2601,51.3,2024-05
5,2024,Novo Hamburgo,127226.59,2414,52.7,2024-05
5,2024,Protásio Alves,101886.36,2162,47.13,2024-05
5,2024,São Leopoldo,87981.38,1522,57.81,2024-05
5,2024,Sapiranga,66713.12,1538,43.38,2024-05
5,2024,Barra Shopping,57776.07,1929,29.95,2024-05
5,2024,Gravataí,55371.16,1045,52.99,2024-05
5,2024,Lajeado,49855.99,998,49.96,2024-05
5,2024,Bento Gonçalves,49377.77,907,54.44,2024-05
5,2024,Montenegro,48969.65,851,57.54,2024-05
5,2024,Floresta,28198.56,574,49.13,2024-05
5,2024,Canoas,25318.02,472,53.64,2024-05
5,2024,Zona Norte,10180.14,193,52.75,2024-05
6,2024,Caxias do Sul,151206.45,2542,59.48,2024-06
6,2024,Novo Hamburgo,129569.54,2474,52.37,2024-06
6,2024,São Leopoldo,126959.93,2237,56.75,2024-06
6,2024,Esteio,120763.77,2487,48.56,2024-06
6,2024,Barra Shopping,95286.68,3165,30.11,2024-06
6,2024,Erechim,83400.12,2059,40.51,2024-06
6,2024,Protásio Alves,81970.38,1921,42.67,2024-06
6,2024,Montenegro,80544.67,1506,53.48,2024-06
6,2024,Canoas,74125.88,1273,58.23,2024-06
6,2024,Lajeado,65799.34,1333,49.36,2024-06
6,2024,Sapiranga,61943.97,1426,43.44,2024-06
6,2024,Floresta,59044.9,1309,45.11,2024-06
6,2024,Gravataí,48048.68,954,50.37,2024-06
6,2024,Bento Gonçalves,45262.44,846,53.5,2024-06
6,2024,Zona Norte,5165.04,145,35.62,2024-06
7,2024,Caxias do Sul,161427.36,2714,59.48,2024-07
7,2024,Novo Hamburgo,124444.11,2551,48.78,2024-07
7,2024,Esteio,114141.93,2357,48.43,2024-07
7,2024,São Leopoldo,108337.81,1905,56.87,2024-07
7,2024,Barra Shopping,92663.15,3124,29.66,2024-07
7,2024,Protásio Alves,77444.15,1744,44.41,2024-07
7,2024,Montenegro,77268.7,1449,53.33,2024-07
7,2024,Erechim,76299.95,1835,41.58,2024-07
7,2024,Canoas,70092.97,1286,54.5,2024-07
7,2024,Sapiranga,64509.84,1403,45.98,2024-07
7,2024,Lajeado,61190.87,1233,49.63,2024-07
7,2024,Floresta,48956.25,1132,43.25,2024-07
7,2024,Gravataí,42791.32,866,49.41,2024-07
7,2024,Bento Gonçalves,40737.98,749,54.39,2024-07
8,2024,Caxias do Sul,140785.42,2417,58.25,2024-08
8,2024,Novo Hamburgo,128775.61,2609,49.36,2024-08
8,2024,Canoas,111011.97,2108,52.66,2024-08
8,2024,Esteio,107613.59,2239,48.06,2024-08
8,2024,São Leopoldo,102219.21,1854,55.13,2024-08
8,2024,Erechim,91070.88,2153,42.3,2024-08
8,2024,Barra Shopping,79503.36,2669,29.79,2024-08
8,2024,Sapiranga,76528.11,1799,42.54,2024-08
8,2024,Montenegro,74545.34,1421,52.46,2024-08
8,2024,Protásio Alves,74255.98,1728,42.97,2024-08
8,2024,Lajeado,47945.86,998,48.04,2024-08
8,2024,Floresta,47647.18,1151,41.4,2024-08
8,2024,Bento Gonçalves,42220.78,799,52.84,2024-08
8,2024,Gravataí,41265.69,850,48.55,2024-08
8,2024,Zona Norte,5052.35,131,38.57,2024-08
9,2024,Caxias do Sul,141996.81,2502,56.75,2024-09
9,2024,Novo Hamburgo,107210.77,2301,46.59,2024-09
9,2024,Esteio,105540.66,2255,46.8,2024-09
9,2024,Canoas,95268.57,1780,53.52,2024-09
9,2024,São Leopoldo,92945.77,1763,52.72,2024-09
9,2024,Barra Shopping,77426.87,2620,29.55,2024-09
9,2024,Sapiranga,71939.29,1745,41.23,2024-09
9,2024,Montenegro,71189.06,1426,49.92,2024-09
9,2024,Protásio Alves,60922.7,1405,43.36,2024-09
9,2024,Lajeado,49130.61,1095,44.87,2024-09
9,2024,Gravataí,44314.3,1007,44.01,2024-09
9,2024,Bento Gonçalves,38636.81,729,53.0,2024-09
9,2024,Floresta,37358.14,974,38.36,2024-09
9,2024,Zona Norte,5196.97,136,38.21,2024-09
10,2024,Caxias do Sul,142674.81,2565,55.62,2024-10
10,2024,Novo Hamburgo,108829.32,2345,46.41,2024-10
10,2024,Esteio,107012.63,2331,45.91,2024-10
10,2024,São Leopoldo,97405.54,1961,49.67,2024-10
10,2024,Erechim,96549.47,2379,40.58,2024-10
10,2024,Canoas,90896.16,1716,52.97,2024-10
10,2024,Barra Shopping,88359.7,2863,30.86,2024-10
10,2024,Montenegro,77197.76,1622,47.59,2024-10
10,2024,Protásio Alves,65273.52,1483,44.01,2024-10
10,2024,Gravataí,55357.33,1226,45.15,2024-10
10,2024,Lajeado,52914.67,1143,46.29,2024-10
10,2024,Bento Gonçalves,43387.18,826,52.53,2024-10
10,2024,Floresta,39144.54,1012,38.68,2024-10
10,2024,Zona Norte,5209.72,166,31.38,2024-10
11,2024,Caxias do Sul,140032.72,2447,57.23,2024-11
11,2024,Esteio,114211.14,2419,47.21,2024-11
11,2024,São Leopoldo,103129.69,2067,49.89,2024-11
11,2024,Novo Hamburgo,102653.05,1879,54.63,2024-11
11,2024,Barra Shopping,100780.77,3236,31.14,2024-11
11,2024,Canoas,90609.35,1694,53.49,2024-11
11,2024,Erechim,90221.21,2166,41.65,2024-11
11,2024,Montenegro,85892.07,1823,47.12,2024-11
11,2024,Sapiranga,69224.49,1513,45.75,2024-11
11,2024,Protásio Alves,65867.97,1468,44.87,2024-11
11,2024,Gravataí,57332.13,1278,44.86,2024-11
11,2024,Capão da Canoa,56077.36,1248,44.93,2024-11
11,2024,Lajeado,55496.73,1169,47.47,2024-11
11,2024,Bento Gonçalves,46826.86,866,54.07,2024-11
11,2024,Floresta,33171.46,846,39.21,2024-11
12,2024,Caxias do Sul,150270.33,2582,58.2,2024-12
12,2024,Barra Shopping,131492.62,4056,32.42,2024-12
12,2024,Novo Hamburgo,105258.11,2007,52.45,2024-12
12,2024,São Leopoldo,104515.8,2029,51.51,2024-12
12,2024,Esteio,102495.07,2285,44.86,2024-12
12,2024,Montenegro,99601.78,2124,46.89,2024-12
12,2024,Erechim,93095.12,2103,44.27,2024-12
12,2024,Sapiranga,86526.51,1915,45.18,2024-12
12,2024,Canoas,85316.04,1575,54.17,2024-12
12,2024,Capão da Canoa,68869.44,1612,42.72,2024-12
12,2024,Protásio Alves,64357.02,1460,44.08,2024-12
12,2024,Gravataí,63225.89,1430,44.21,2024-12
12,2024,Lajeado,61493.46,1296,47.45,2024-12
12,2024,Bento Gonçalves,46900.84,879,53.36,2024-12
12,2024,Porto Alegre Zona Norte,9503.37,255,37.27,2024-12
1,2025,Caxias do Sul,127978.76,2247,56.96,2025-01
1,2025,Capão da Canoa,99116.5,2099,47.22,2025-01
1,2025,Novo Hamburgo,93751.71,1822,51.46,2025-01
1,2025,São Leopoldo,91235.01,1873,48.71,2025-01
1,2025,Barra Shopping,90771.49,2991,30.35,2025-01
1,2025,Montenegro,89321.75,1857,48.1,2025-01
1,2025,Esteio,87167.15,1991,43.78,2025-01
1,2025,Canoas,78297.41,1472,53.19,2025-01
1,2025,Sapiranga,77219.21,1630,47.37,2025-01
1,2025,Erechim,70360.63,1640,42.9,2025-01
1,2025,Gravataí,59346.07,1321,44.93,2025-01
1,2025,Protásio Alves,54874.94,1186,46.27,2025-01
1,2025,Lajeado,53103.51,1166,45.54,2025-01
1,2025,Bento Gonçalves,45230.74,928,48.74,2025-01
1,2025,Floresta,31258.45,761,41.08,2025-01
1,2025,Porto Alegre Zona Norte,12467.5,323,38.6,2025-01
2,2025,Caxias do Sul,133607.09,2484,53.79,2025-02
2,2025,São Leopoldo,88246.18,1737,50.8,2025-02
2,2025,Montenegro,87375.84,1799,48.57,2025-02
2,2025,Novo Hamburgo,86234.26,1651,52.23,2025-02
2,2025,Esteio,84749.04,1973,42.95,2025-02
2,2025,Erechim,84729.98,1998,42.41,2025-02
2,2025,Barra Shopping,79973.7,2599,30.77,2025-02
2,2025,Sapiranga,75661.57,1688,44.82,2025-02
2,2025,Canoas,75361.19,1333,56.54,2025-02
2,2025,Capão da Canoa,72624.66,1478,49.14,2025-02
2,2025,Protásio Alves,62799.38,1393,45.08,2025-02
2,2025,Gravataí,53164.95,1154,46.07,2025-02
2,2025,Lajeado,52071.35,1164,44.73,2025-02
2,2025,Bento Gonçalves,50724.83,1049,48.36,2025-02
2,2025,Floresta,48317.12,1178,41.02,2025-02
2,2025,Porto Alegre Zona Norte,8781.87,226,38.86,2025-02
3,2025,Caxias do Sul,155399.0,2905,53.49,2025-03
3,2025,Esteio,110394.0,2504,44.09,2025-03
3,2025,Novo Hamburgo,101018.0,1890,53.45,2025-03
3,2025,São Leopoldo,98828.0,1922,51.42,2025-03
3,2025,Montenegro,97872.0,2100,46.61,2025-03
3,2025,Canoas,95864.0,1706,56.19,2025-03
3,2025,Barra Shopping,92567.0,3037,30.48,2025-03
3,2025,Erechim,89672.0,2154,41.63,2025-03
3,2025,Protásio Alves,86428.0,1854,46.62,2025-03
3,2025,Sapiranga,86119.0,2058,41.85,2025-03
3,2025,Capão da Canoa,75427.0,1769,42.64,2025-03
3,2025,Gravataí,60026.0,1288,46.6,2025-03
3,2025,Bento Gonçalves,57857.0,1119,51.7,2025-03
3,2025,Lajeado,57217.0,1294,44.22,2025-03
4,2025,Caxias do Sul,142137.88,2505,56.74,2025-04
4,2025,Esteio,99506.82,2105,47.27,2025-04
4,2025,Novo Hamburgo,98690.79,1778,55.51,2025-04
4,2025,São Leopoldo,92933.28,1806,51.46,2025-04
4,2025,Barra Shopping,91550.13,2807,32.61,2025-04
4,2025,Protásio Alves,86688.06,1929,44.94,2025-04
4,2025,Montenegro,86650.58,1685,51.42,2025-04
4,2025,Canoas,76154.0,1455,52.34,2025-04
4,2025,Erechim,75014.2,1718,43.66,2025-04
4,2025,Sapiranga,73756.62,1636,45.08,2025-04
4,2025,Ijuí,72411.97,1394,51.95,2025-04
4,2025,Lajeado,53282.86,1111,47.96,2025-04
4,2025,Bento Gonçalves,50394.92,1014,49.7,2025-04
4,2025,Gravataí,47434.2,954,49.72,2025-04
4,2025,Capão da Canoa,45931.72,1000,45.93,2025-04
4,2025,Porto Alegre Zona Norte,6793.61,154,44.11,2025-04
5,2025,Montenegro,94364.55,1930,48.89,2025-05
5,2025,Canoas,86708.46,1679,51.64,2025-05
5,2025,Porto Alegre Zona Norte,9487.58,206,46.06,2025-05
5,2025,São Leopoldo,97252.02,1858,52.34,2025-05
5,2025,Novo Hamburgo,105388.86,2012,52.38,2025-05
5,2025,Barra Shopping,90232.32,2781,32.45,2025-05
5,2025,Floresta,58451.14,1352,43.23,2025-05
5,2025,Sapiranga,86357.48,1887,45.76,2025-05
5,2025,Gravataí,51597.09,1065,48.45,2025-05
5,2025,Caxias do Sul,162730.31,2955,55.07,2025-05
5,2025,Bento Gonçalves,60377.65,1192,50.65,2025-05
5,2025,Lajeado,46662.75,937,49.8,2025-05
5,2025,Erechim,78169.32,1778,43.96,2025-05
5,2025,Protásio Alves,98469.56,2112,46.62,2025-05
5,2025,Esteio,99546.11,2145,46.41,2025-05
5,2025,Capão da Canoa,52971.27,1158,45.74,2025-05
5,2025,Ijuí,145404.04,2830,51.38,2025-05
6,2025,Montenegro,87082.52,1671,52.11,2025-06
6,2025,Canoas,94742.73,1908,49.66,2025-06
6,2025,Porto Alegre Zona Norte,10708.26,226,47.38,2025-06
6,2025,São Leopoldo,98705.95,1870,52.78,2025-06
6,2025,Novo Hamburgo,100887.64,1862,54.18,2025-06
6,2025,Barra Shopping,78704.47,2436,32.31,2025-06
6,2025,Porto Alegre Floresta,61375.81,1412,43.47,2025-06
6,2025,Sapiranga,90023.99,1887,47.71,2025-06
6,2025,Gravataí,52623.54,1079,48.77,2025-06
6,2025,Caxias do Sul,171560.83,3166,54.19,2025-06
6,2025,Bento Gonçalves,63012.98,1211,52.03,2025-06
6,2025,Lajeado,49109.65,971,50.58,2025-06
6,2025,Erechim,63328.41,1396,45.36,2025-06
6,2025,Protásio Alves,98645.72,2073,47.59,2025-06
6,2025,Esteio,93758.11,2031,46.16,2025-06
6,2025,Capão da Canoa,46436.04,1026,45.26,2025-06
6,2025,Ijuí,94006.48,1721,54.62,2025-06
7,2025,Montenegro,85435.0,1690,50.55,2025-07
7,2025,Canoas,87936.0,1762,49.91,2025-07
7,2025,Porto Alegre Zona Norte,9833.0,214,45.95,2025-07
7,2025,São Leopoldo,89454.0,1738,51.47,2025-07
7,2025,Novo Hamburgo,103905.0,1940,53.56,2025-07
7,2025,Barra Shopping,92303.0,2807,32.88,2025-07
7,2025,Porto Alegre Floresta,62066.0,1390,44.65,2025-07
7,2025,Sapiranga,83595.0,1786,46.81,2025-07
7,2025,Gravataí,46073.0,930,49.54,2025-07
7,2025,Caxias do Sul,150157.0,2532,59.3,2025-07
7,2025,Bento Gonçalves,68375.0,1279,53.46,2025-07
7,2025,Lajeado,46170.0,921,50.13,2025-07
7,2025,Erechim,58233.0,1334,43.65,2025-07
7,2025,Protásio Alves,93246.0,2025,46.05,2025-07
7,2025,Esteio,92955.0,1954,47.57,2025-07
7,2025,Capão da Canoa,43761.0,953,45.92,2025-07
7,2025,Ijuí,84184.0,1505,55.94,2025-07
